PCTPOV017_2018,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Heart disease_Lower 95% CI,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,diabetes_prevalence
25.9,56.1,53.7,58.3,10.2,14.5,17.0,3.7,3.4,4.0,15.7
17.5,42.6,40.8,44.5,6.9,11.5,13.1,3.3,3.0,3.5,12.2
26.6,45.2,43.5,46.8,7.4,12.4,14.1,3.5,3.3,3.7,13.3
29.2,55.2,53.3,57.0,9.4,14.9,16.7,4.0,3.7,4.2,15.8
21.1,49.1,46.8,51.3,8.0,12.4,14.3,3.4,3.2,3.7,13.3
26.7,52.0,50.0,53.9,8.2,12.1,13.9,3.5,3.2,3.8,13.1
36.2,50.8,49.1,52.4,9.5,15.6,17.3,4.2,4.0,4.5,16.5
11.4,41.2,39.3,43.1,5.5,8.5,10.1,2.7,2.5,2.9,9.3
17.3,44.4,41.4,47.2,7.5,10.2,12.7,3.2,2.9,3.5,11.4
17.0,35.1,32.2,37.7,7.1,9.1,11.6,3.5,3.2,3.8,10.4
16.6,47.2,44.7,49.8,7.1,10.0,12.1,3.2,3.0,3.5,11.0
28.7,57.7,55.3,59.7,10.3,14.6,17.0,3.8,3.5,4.1,15.8
15.3,39.3,37.5,41.0,6.3,9.1,10.4,3.2,3.0,3.4,9.7
28.0,50.5,48.6,52.3,8.3,15.4,17.5,4.0,3.8,4.3,16.4
25.9,37.8,35.6,40.1,8.3,10.8,12.8,3.9,3.6,4.2,11.7
12.0,43.9,41.6,46.1,6.0,9.7,11.6,2.8,2.6,3.0,10.7
17.9,46.6,44.2,48.9,8.8,11.4,13.7,3.6,3.3,4.0,12.6
11.1,38.8,36.6,40.9,6.3,9.2,11.2,2.9,2.7,3.2,10.2
42.3,60.3,58.3,62.3,8.2,17.6,19.9,4.2,3.9,4.5,18.8
50.6,58.9,57.1,60.8,10.4,20.7,23.1,5.0,4.7,5.3,21.8
12.9,37.7,35.5,39.9,6.3,9.4,11.4,3.0,2.8,3.3,10.4
18.9,49.1,46.9,51.0,7.7,12.5,14.7,3.4,3.2,3.7,13.6
25.1,45.7,43.1,48.1,8.7,11.6,13.9,3.7,3.5,4.1,12.7
31.1,55.0,53.3,56.6,9.1,15.4,17.2,4.1,3.8,4.4,16.3
21.1,50.3,48.4,52.2,8.0,13.8,15.6,3.7,3.4,3.9,14.7
13.4,43.5,41.3,45.4,6.7,9.6,11.5,3.2,2.9,3.5,10.6
24.2,40.8,38.6,42.9,8.3,11.9,13.9,4.0,3.7,4.3,12.9
25.1,48.6,46.0,51.0,9.6,14.2,17.1,4.1,3.8,4.5,15.7
14.0,44.0,41.4,46.5,7.8,10.8,13.1,3.5,3.2,3.8,12.0
20.7,45.8,43.4,48.1,7.0,10.3,12.2,3.0,2.8,3.3,11.3
11.4,39.8,37.5,42.0,6.4,9.1,10.8,2.9,2.7,3.2,9.9
6.7,39.2,36.8,41.5,5.7,8.5,10.4,2.6,2.4,2.8,9.4
23.7,55.8,53.6,57.9,9.8,14.3,16.7,3.6,3.4,4.0,15.5
11.2,45.2,43.0,47.3,6.7,9.9,11.8,3.0,2.8,3.2,10.9
21.2,50.9,48.5,53.4,9.3,12.5,15.0,4.0,3.6,4.4,13.7
12.2,47.7,45.4,49.6,7.0,10.2,12.0,2.9,2.7,3.1,11.1
27.2,54.5,52.1,56.7,9.3,13.8,16.2,3.7,3.4,4.0,15.0
26.7,49.6,47.6,51.6,8.6,13.7,15.7,3.8,3.5,4.1,14.7
10.3,42.1,39.6,44.8,7.5,9.9,12.0,3.2,3.0,3.5,11.0
10.4,45.9,43.1,48.5,7.5,10.3,12.5,3.2,3.0,3.5,11.4
15.3,47.9,45.5,50.2,8.3,11.6,13.7,3.3,3.1,3.6,12.6
12.1,44.1,42.1,46.1,6.9,11.3,13.2,3.0,2.8,3.2,12.2
11.7,42.3,40.8,43.9,6.0,10.3,11.5,3.1,2.9,3.3,10.9
13.6,43.0,40.6,45.5,7.2,10.1,12.3,3.1,2.9,3.4,11.2
23.1,47.3,44.8,49.8,8.1,11.0,13.2,3.5,3.3,3.9,12.0
27.8,53.2,50.6,55.7,10.4,15.0,17.7,4.2,3.9,4.6,16.3
52.0,56.4,54.4,58.1,8.9,18.3,20.8,4.5,4.2,4.9,19.6
32.7,46.9,45.1,48.7,8.5,14.7,16.5,3.9,3.7,4.2,15.6
18.4,48.8,46.3,51.0,9.5,12.0,14.2,3.7,3.4,4.0,13.1
24.2,48.3,46.6,49.8,7.3,13.4,15.0,3.8,3.6,4.0,14.2
16.4,48.0,45.5,50.4,7.7,11.0,13.1,3.4,3.1,3.7,12.0
14.6,40.0,38.1,41.8,5.9,9.1,10.7,2.8,2.6,3.0,9.9
34.7,43.7,41.4,45.9,8.8,13.2,15.4,4.1,3.8,4.4,14.3
17.8,47.3,45.1,49.4,8.2,11.8,13.8,3.7,3.4,4.0,12.8
13.2,40.5,38.0,42.9,7.3,9.9,12.0,3.3,3.0,3.6,11.0
6.0,34.4,32.4,36.3,4.9,7.5,9.0,2.4,2.2,2.6,8.2
25.7,48.2,45.7,50.7,8.3,11.6,13.8,3.4,3.2,3.7,12.7
56.6,54.2,51.9,56.3,10.0,16.7,19.0,4.8,4.5,5.2,17.9
12.4,51.5,48.9,53.9,7.6,10.1,12.2,3.2,2.9,3.4,11.1
27.6,52.0,49.8,54.2,9.1,13.4,15.5,3.6,3.3,3.9,14.4
10.6,44.0,41.1,46.7,8.1,10.3,12.9,3.4,3.2,3.8,11.6
12.7,43.8,41.7,45.8,6.9,10.2,11.9,2.9,2.7,3.1,11.0
21.8,44.4,41.9,46.8,6.7,9.7,11.6,3.1,2.8,3.3,10.7
33.6,57.2,55.4,58.9,10.1,18.2,20.4,4.8,4.5,5.1,19.3
15.9,46.6,44.4,48.6,6.6,10.0,11.6,2.8,2.6,3.0,10.8
25.0,44.9,42.6,47.1,7.5,11.7,13.5,3.4,3.2,3.6,12.6
9.0,43.5,41.0,45.9,6.1,9.0,10.9,2.8,2.6,3.0,10.0
12.3,45.1,43.0,47.3,6.9,11.2,13.2,3.0,2.8,3.2,12.2
20.2,42.6,41.0,44.3,5.3,10.3,11.7,2.8,2.7,3.0,11.0
22.3,29.9,28.5,31.2,5.1,10.4,11.7,2.7,2.6,2.8,11.1
12.6,41.2,39.4,42.8,5.6,10.4,11.8,2.8,2.7,3.0,11.1
48.0,58.8,57.0,60.5,9.9,19.9,22.2,4.8,4.5,5.1,21.1
20.9,53.9,51.5,56.2,8.6,13.0,15.2,3.5,3.2,3.7,14.1
30.0,57.0,55.2,58.7,10.0,16.2,18.1,4.1,3.9,4.4,17.1
9.4,42.7,40.4,45.0,6.5,9.3,11.0,2.9,2.7,3.2,10.2
14.6,44.8,42.2,47.2,7.6,11.4,13.6,3.3,3.1,3.6,12.4
20.0,47.7,45.0,50.1,9.1,12.3,14.7,3.7,3.4,4.1,13.5
18.5,48.8,46.4,51.1,9.2,12.2,14.5,3.7,3.4,4.0,13.4
20.8,50.0,47.7,52.1,8.6,12.5,14.6,3.6,3.3,3.9,13.6
19.3,33.1,31.7,34.6,4.7,9.5,10.8,2.7,2.6,2.9,10.1
18.4,45.2,42.9,47.4,7.9,10.7,12.5,3.4,3.2,3.7,11.6
19.5,50.3,48.0,52.6,8.5,13.6,15.9,3.5,3.2,3.8,14.7
19.6,49.5,47.4,51.7,6.9,12.0,14.0,3.2,3.0,3.4,13.0
11.3,37.8,35.5,39.9,6.0,8.4,10.1,2.9,2.7,3.1,9.3
16.0,41.8,39.5,43.9,7.4,10.7,12.9,3.3,3.1,3.6,11.9
12.5,38.9,37.0,40.7,6.0,9.3,11.1,2.8,2.6,3.0,10.2
10.5,34.2,33.1,35.3,6.0,9.9,10.9,3.0,2.9,3.1,10.4
25.2,57.2,54.8,59.4,10.3,14.3,16.7,3.9,3.6,4.3,15.5
13.4,36.0,33.8,38.2,5.9,8.9,10.7,2.8,2.6,3.1,9.8
12.7,31.7,30.0,33.4,4.9,7.9,9.3,2.6,2.5,2.8,8.6
29.9,42.9,41.0,44.6,7.9,12.1,13.7,4.0,3.8,4.2,12.9
7.7,41.5,38.9,43.9,6.1,8.4,10.2,2.8,2.6,3.0,9.3
8.1,33.2,31.1,35.3,6.1,8.3,10.2,2.9,2.6,3.1,9.2
8.0,37.3,35.3,39.3,5.3,7.9,9.5,2.6,2.4,2.8,8.7
14.7,51.0,48.5,53.2,7.0,11.9,14.0,3.0,2.8,3.3,13.0
16.9,42.6,40.6,44.4,7.8,11.5,13.4,3.5,3.2,3.8,12.5
12.2,41.1,38.8,43.3,6.1,9.0,10.8,2.9,2.7,3.2,9.9
18.4,38.4,36.1,40.8,8.3,11.1,13.3,3.7,3.4,4.0,12.2
14.6,44.1,41.8,46.3,6.9,10.2,12.1,3.1,2.8,3.3,11.2
12.4,34.9,33.1,36.8,4.6,7.2,8.5,2.3,2.1,2.4,7.9
9.5,38.3,36.2,40.4,6.7,10.0,11.8,3.0,2.8,3.2,10.9
22.4,56.1,53.7,58.4,9.6,13.9,16.3,3.8,3.5,4.1,15.1
28.6,53.6,51.8,55.3,8.3,13.8,15.8,3.6,3.4,3.9,14.8
26.2,50.6,48.7,52.3,7.2,13.4,15.0,3.4,3.2,3.6,14.2
15.8,46.4,44.4,48.4,6.5,10.7,12.6,3.0,2.8,3.3,11.7
25.8,52.7,50.5,54.6,9.7,15.3,17.4,4.0,3.7,4.3,16.4
15.6,48.7,46.5,50.8,8.1,11.3,13.4,3.5,3.2,3.8,12.3
13.2,45.2,42.8,47.8,8.1,11.0,13.4,3.5,3.2,3.8,12.2
25.0,50.8,48.9,52.8,8.6,13.4,15.4,3.6,3.4,3.9,14.4
39.5,54.9,53.1,56.7,10.0,19.8,22.0,4.9,4.6,5.2,20.9
26.1,48.9,46.7,50.9,7.8,13.8,15.6,3.6,3.4,3.8,14.7
20.0,39.1,37.6,40.6,5.9,11.9,13.4,3.1,2.9,3.3,12.6
14.1,45.4,43.3,47.2,7.1,10.8,12.6,3.1,2.9,3.4,11.7
14.4,43.9,41.4,46.2,7.4,9.9,12.0,3.3,3.1,3.6,11.0
41.4,59.6,57.7,61.3,11.2,17.3,19.5,4.9,4.6,5.2,18.4
12.0,47.0,45.1,48.9,6.0,10.1,11.8,2.8,2.6,2.9,11.0
34.8,55.3,53.1,57.3,9.6,13.6,16.0,3.9,3.6,4.3,14.8
35.3,49.5,47.1,52.1,8.7,12.3,14.7,3.6,3.3,3.9,13.5
19.1,46.2,44.4,48.2,7.5,13.1,14.9,3.5,3.3,3.7,14.0
16.2,44.4,42.5,46.2,7.1,10.9,12.5,3.0,2.8,3.2,11.7
13.7,44.5,42.6,46.3,7.4,11.1,12.6,3.2,3.0,3.5,11.9
18.6,52.5,50.2,54.8,8.2,11.7,13.8,3.5,3.2,3.8,12.7
24.3,49.6,47.6,51.6,7.0,13.8,15.6,3.3,3.2,3.6,14.7
23.0,55.6,53.4,57.7,8.1,12.3,14.5,3.3,3.1,3.6,13.4
20.9,50.1,48.0,52.3,8.8,13.4,15.5,3.7,3.5,4.0,14.4
17.0,43.7,41.3,46.0,6.6,9.0,10.8,2.8,2.6,3.0,9.9
26.0,49.4,46.8,51.8,8.7,11.9,14.2,3.5,3.2,3.8,13.1
14.4,41.5,39.3,43.7,7.5,11.1,13.2,3.4,3.2,3.7,12.1
20.5,43.4,42.1,44.7,5.9,11.4,12.7,3.1,3.0,3.3,12.0
13.6,48.7,46.4,50.9,7.4,12.0,14.1,3.0,2.8,3.3,13.0
34.3,56.5,54.5,58.4,11.3,17.4,19.8,4.7,4.4,5.1,18.6
30.7,55.7,54.2,57.4,9.1,16.6,18.5,4.0,3.8,4.2,17.5
10.8,30.5,29.1,32.0,4.3,7.9,9.1,2.4,2.2,2.5,8.5
21.6,45.0,43.0,47.1,8.9,12.3,14.6,3.7,3.4,4.0,13.4
16.1,43.5,41.3,45.5,7.5,10.5,12.4,3.4,3.1,3.7,11.5
35.7,44.7,43.1,46.2,8.3,15.3,17.1,4.0,3.8,4.2,16.2
33.7,51.9,49.2,54.3,11.0,15.0,17.8,4.3,4.0,4.7,16.4
17.5,51.1,49.6,52.6,7.3,12.7,14.4,3.6,3.4,3.8,13.5
15.2,45.9,43.6,48.3,7.2,11.1,13.1,3.3,3.0,3.5,12.1
30.4,52.5,50.5,54.5,9.6,14.4,16.4,3.9,3.6,4.1,15.4
21.0,53.3,51.0,55.5,9.8,13.8,16.1,3.8,3.5,4.1,14.9
26.6,51.7,49.3,53.9,9.4,13.9,16.2,3.6,3.3,3.9,15.0
28.5,59.6,57.3,61.6,10.9,15.8,18.4,3.9,3.6,4.2,17.1
26.8,47.2,45.0,49.3,8.8,11.8,14.1,3.9,3.6,4.2,13.0
12.3,34.0,31.9,36.2,5.9,8.0,9.8,2.8,2.6,3.1,8.8
26.1,46.6,44.7,48.5,7.2,13.4,15.1,3.4,3.2,3.6,14.3
26.5,44.3,42.5,46.1,6.1,11.1,12.4,3.1,2.9,3.2,11.7
21.1,51.4,49.4,53.2,9.8,14.9,16.8,4.0,3.7,4.2,15.8
22.5,48.8,46.3,51.4,9.6,13.0,15.6,3.9,3.6,4.2,14.3
36.1,57.0,55.3,58.7,8.6,16.4,18.3,4.0,3.8,4.3,17.3
22.6,45.8,43.4,48.0,7.9,11.6,13.8,3.4,3.2,3.7,12.8
13.7,36.7,33.5,39.9,5.2,7.7,8.9,2.5,2.3,2.6,8.2
27.2,42.3,40.9,43.8,5.9,10.3,11.7,3.2,3.0,3.3,11.0
21.0,40.6,39.0,42.0,6.1,12.2,13.8,3.2,3.1,3.4,13.0
7.2,42.4,40.3,44.6,5.7,7.9,9.6,2.6,2.4,2.8,8.7
20.9,48.0,45.3,50.7,7.9,10.8,13.0,3.5,3.2,3.8,11.9
18.4,45.8,44.1,47.3,6.0,10.2,11.8,3.0,2.8,3.2,11.0
37.7,48.1,46.3,49.9,9.6,15.6,17.6,4.6,4.3,4.9,16.5
16.5,46.2,43.7,48.5,8.2,10.7,12.8,3.6,3.4,3.9,11.8
13.9,38.8,36.4,41.2,6.8,10.2,12.4,3.1,2.9,3.4,11.3
15.7,48.0,45.4,50.4,9.0,12.8,15.4,3.8,3.5,4.1,14.0
18.3,48.8,46.6,50.9,7.0,10.8,12.7,3.1,2.9,3.3,11.8
14.9,38.9,36.7,41.0,7.8,11.1,13.2,3.5,3.2,3.8,12.1
7.6,43.1,41.0,45.0,5.0,7.9,9.2,2.2,2.1,2.4,8.6
14.8,49.1,46.7,51.1,7.7,11.5,13.4,3.1,2.9,3.4,12.5
13.3,32.0,30.6,33.3,5.1,9.4,10.7,2.7,2.6,2.9,10.1
21.6,46.2,43.9,48.3,6.9,11.1,13.0,3.1,2.9,3.3,12.0
24.1,50.0,47.9,52.1,9.1,13.6,16.0,4.0,3.7,4.3,14.8
9.4,42.1,39.7,44.2,6.7,9.1,11.0,3.0,2.8,3.3,10.1
19.3,53.5,51.6,55.2,9.0,14.7,16.5,3.9,3.7,4.1,15.6
15.5,36.3,34.0,38.3,6.7,8.8,10.6,3.0,2.8,3.3,9.7
12.8,43.4,40.7,46.2,8.5,11.2,13.8,3.8,3.5,4.2,12.5
11.9,41.4,38.7,44.0,7.0,9.6,11.8,3.1,2.9,3.4,10.7
11.4,38.3,35.9,40.5,6.4,9.8,11.7,3.1,2.9,3.3,10.8
17.9,45.9,43.1,48.4,8.2,11.3,13.7,3.6,3.3,3.9,12.6
25.2,52.0,49.4,54.4,9.4,13.1,15.4,3.4,3.1,3.7,14.3
12.1,45.2,42.8,47.8,7.0,9.9,11.9,3.2,3.0,3.5,10.9
19.2,37.4,35.1,39.8,7.8,10.0,11.9,3.7,3.4,4.0,10.9
7.3,34.8,32.3,37.4,5.5,8.5,10.3,2.6,2.5,2.8,9.4
12.8,45.5,42.7,48.0,8.2,11.0,13.3,3.5,3.2,3.8,12.2
37.0,60.6,58.5,62.6,10.4,15.3,18.0,3.9,3.6,4.3,16.7
31.1,50.3,48.2,52.4,9.0,14.4,16.5,3.9,3.7,4.2,15.5
15.1,44.9,42.9,47.0,7.1,10.8,12.8,3.3,3.0,3.5,11.8
23.1,53.4,51.2,55.7,9.2,14.0,16.3,3.4,3.1,3.6,15.2
17.5,45.8,43.9,47.7,7.1,11.7,13.6,3.1,2.9,3.4,12.6
11.4,44.5,42.4,46.6,7.7,10.7,12.4,3.3,3.1,3.6,11.5
36.6,52.6,50.7,54.5,9.3,16.2,18.1,4.3,4.1,4.6,17.2
9.2,37.8,35.6,40.0,6.5,9.2,11.1,3.0,2.7,3.2,10.1
26.3,50.4,48.6,52.0,7.2,14.0,15.8,3.6,3.4,3.8,14.9
17.2,43.8,41.7,45.8,7.5,10.7,12.7,3.3,3.1,3.6,11.7
14.9,47.5,45.3,49.8,7.8,12.4,14.5,3.5,3.3,3.8,13.4
21.3,49.9,47.7,51.9,9.1,14.0,16.0,3.9,3.6,4.2,15.0
15.5,39.9,37.3,42.3,7.0,9.3,11.0,3.0,2.8,3.2,10.2
5.2,33.9,32.3,35.4,5.0,8.9,10.1,2.5,2.3,2.6,9.5
17.4,44.6,42.0,47.1,8.6,11.3,13.7,3.7,3.4,4.0,12.6
23.2,38.8,36.5,41.1,8.1,11.5,13.6,3.8,3.6,4.2,12.6
22.4,43.2,40.9,45.4,7.2,11.7,13.7,3.1,2.9,3.4,12.7
18.7,49.9,47.3,52.4,9.8,12.7,15.3,4.1,3.8,4.6,14.1
42.2,53.0,51.2,54.7,9.2,16.7,18.6,4.4,4.1,4.6,17.6
27.5,47.7,45.2,50.2,8.9,12.3,14.6,3.6,3.3,4.0,13.5
19.5,49.2,46.6,51.6,7.4,11.2,13.5,3.4,3.1,3.7,12.3
26.6,49.7,46.5,52.7,12.0,14.7,18.7,4.8,4.3,5.3,16.6
30.7,52.8,51.3,54.5,10.0,16.4,18.3,4.4,4.2,4.7,17.3
21.7,51.0,48.7,53.3,9.1,12.8,15.2,3.8,3.5,4.2,14.0
19.2,44.5,42.1,46.8,7.8,10.4,12.5,3.5,3.2,3.8,11.5
42.2,50.4,48.7,52.1,9.1,16.0,17.6,4.1,3.9,4.4,16.8
27.4,45.8,44.3,47.3,6.2,11.6,13.0,3.3,3.1,3.4,12.3
41.4,60.6,58.3,62.9,11.4,17.3,20.2,4.3,4.0,4.7,18.8
16.9,40.3,38.5,42.0,6.3,10.8,12.5,3.1,2.9,3.3,11.6
44.5,53.4,51.5,55.3,9.5,18.4,20.6,4.8,4.5,5.1,19.6
21.7,46.9,44.7,49.0,8.5,12.4,14.7,3.4,3.1,3.6,13.5
23.6,48.6,47.1,50.1,6.6,11.8,13.0,2.9,2.8,3.1,12.4
33.9,53.4,51.7,55.1,8.6,15.5,17.2,3.9,3.7,4.2,16.4
5.1,47.9,45.3,50.3,5.8,9.3,11.2,2.5,2.3,2.6,10.3
28.5,46.5,44.8,48.1,6.2,12.1,13.5,3.4,3.2,3.6,12.8
22.4,48.3,46.5,49.9,6.3,13.2,14.9,3.3,3.1,3.5,14.1
12.6,43.4,41.1,45.9,7.2,9.8,11.7,3.2,3.0,3.5,10.7
15.4,43.2,40.8,45.4,7.6,10.3,12.3,3.4,3.2,3.7,11.3
9.0,45.0,42.4,47.4,6.6,9.4,11.4,2.9,2.7,3.2,10.4
12.0,46.1,44.3,47.7,6.0,11.3,12.7,2.9,2.7,3.0,11.9
13.0,38.9,36.7,41.1,7.0,9.3,11.3,3.0,2.8,3.3,10.2
23.8,47.7,45.2,49.9,9.6,13.2,16.1,4.0,3.7,4.4,14.7
28.2,48.5,46.6,50.2,7.3,13.1,14.7,3.5,3.3,3.7,13.9
20.8,49.2,46.6,51.7,8.6,12.5,14.8,3.6,3.3,3.9,13.6
6.3,37.1,34.6,39.5,5.4,7.7,9.3,2.6,2.4,2.8,8.5
32.8,55.4,53.7,57.0,8.9,15.1,17.0,3.9,3.7,4.2,16.0
26.9,49.4,47.3,51.3,7.6,13.0,14.7,3.6,3.4,3.8,13.8
19.9,52.5,50.3,54.6,7.7,12.6,14.5,3.2,3.0,3.5,13.5
31.0,48.9,47.3,50.5,7.8,13.4,15.2,3.7,3.5,4.0,14.3
30.8,52.7,50.8,54.6,9.0,15.3,17.4,3.9,3.6,4.1,16.4
24.2,49.7,47.1,52.1,10.4,13.7,16.6,4.2,3.8,4.6,15.1
21.9,44.5,42.7,46.1,6.8,11.9,13.7,3.0,2.8,3.2,12.8
16.1,44.0,41.7,46.4,7.8,10.5,12.6,3.4,3.2,3.7,11.6
34.2,57.5,55.8,59.2,9.3,15.8,17.7,4.1,3.8,4.4,16.7
11.6,44.4,41.9,46.7,7.3,10.7,12.8,3.1,2.8,3.3,11.7
19.4,47.4,45.3,49.5,7.9,12.5,14.4,3.6,3.3,3.8,13.4
32.7,54.4,52.6,56.3,10.4,14.6,16.5,4.1,3.8,4.4,15.5
18.5,47.1,45.2,48.9,6.3,12.7,14.3,3.2,3.0,3.4,13.5
6.9,32.9,31.3,34.6,4.8,8.8,10.2,2.4,2.3,2.6,9.5
19.8,42.3,40.4,44.1,6.2,9.9,11.6,3.0,2.8,3.2,10.7
9.7,46.7,44.1,49.2,7.0,11.0,13.1,2.8,2.6,3.0,12.1
38.9,56.6,54.7,58.3,11.4,18.7,20.9,4.8,4.5,5.2,19.8
22.1,41.5,39.8,43.2,7.3,11.0,12.8,3.3,3.1,3.6,11.9
26.8,50.5,48.2,52.7,7.9,12.5,14.7,3.5,3.2,3.7,13.6
16.1,37.5,35.3,39.5,7.4,10.3,12.1,3.4,3.2,3.7,11.3
34.0,54.8,52.7,56.8,10.8,17.0,19.4,4.5,4.2,4.9,18.2
10.4,33.6,32.3,35.1,4.8,10.6,11.8,2.5,2.4,2.6,11.2
16.3,45.1,42.8,47.3,7.7,10.6,12.6,3.4,3.2,3.7,11.6
33.3,46.0,43.5,48.2,6.1,12.3,13.9,3.2,3.0,3.4,13.2
10.9,45.7,43.3,47.9,7.2,10.1,12.1,3.0,2.8,3.3,11.1
7.3,35.6,33.4,37.7,6.4,8.8,10.6,2.9,2.7,3.1,9.7
26.2,49.4,47.3,51.3,8.1,12.5,14.4,3.4,3.1,3.6,13.5
12.8,40.8,38.9,42.6,5.7,9.3,10.8,2.8,2.6,2.9,10.1
25.7,47.8,45.6,50.0,7.9,12.8,14.8,3.5,3.2,3.7,13.8
18.7,50.1,48.0,52.1,7.2,10.9,12.5,3.1,2.9,3.3,11.7
12.5,45.4,43.6,47.0,6.3,9.9,11.3,2.9,2.7,3.1,10.6
10.7,38.9,36.9,40.9,5.5,8.3,9.8,2.7,2.5,2.9,9.1
38.8,59.8,57.6,62.1,11.4,16.4,19.2,4.2,3.8,4.5,17.8
15.4,50.3,48.0,52.5,7.5,11.4,13.5,3.4,3.1,3.7,12.5
12.0,48.3,46.0,50.4,6.3,9.2,11.1,3.0,2.7,3.2,10.2
30.1,50.5,48.8,52.1,8.4,15.2,17.1,3.9,3.7,4.2,16.2
14.8,49.8,47.3,52.1,10.5,14.4,16.7,4.2,3.9,4.6,15.5
21.0,51.5,49.8,53.2,9.0,13.7,15.4,3.6,3.4,3.9,14.6
17.5,45.2,42.6,47.5,8.0,11.7,14.0,3.5,3.2,3.8,12.9
33.9,49.9,47.7,52.2,6.6,13.7,15.3,3.3,3.1,3.6,14.5
25.5,52.8,50.8,54.6,8.1,12.9,14.9,3.4,3.1,3.6,13.9
20.9,55.4,53.0,57.7,8.8,14.0,16.2,3.6,3.4,3.9,15.2
22.4,51.1,49.3,52.8,9.0,15.1,17.0,4.2,3.9,4.4,16.0
17.2,47.9,45.5,50.3,7.2,10.5,12.5,3.2,3.0,3.5,11.5
20.9,49.6,47.4,51.7,8.8,12.6,14.8,3.7,3.4,4.0,13.7
26.6,53.9,51.4,56.2,10.7,13.6,16.0,4.1,3.8,4.5,14.8
16.6,35.9,33.8,37.9,6.7,9.1,10.8,3.3,3.0,3.6,9.9
11.6,35.7,33.6,37.8,5.5,8.8,10.3,2.8,2.6,3.0,9.6
8.4,29.4,27.6,31.2,4.4,6.3,7.6,2.3,2.2,2.5,6.9
25.0,52.8,51.2,54.3,7.7,13.8,15.4,3.6,3.4,3.9,14.6
16.2,45.2,42.5,47.6,8.2,11.0,13.2,3.6,3.3,3.9,12.1
36.7,55.2,53.6,56.7,8.5,17.2,19.0,4.3,4.0,4.5,18.1
17.0,51.2,49.0,53.3,8.2,11.5,13.6,3.6,3.3,3.9,12.5
27.6,44.6,42.7,46.2,6.3,10.2,11.6,3.2,3.0,3.4,10.9
17.5,46.4,43.6,49.0,8.2,11.9,14.5,3.5,3.2,3.9,13.2
6.9,41.2,39.1,43.3,5.3,8.9,10.4,2.5,2.4,2.7,9.6
20.1,47.1,44.7,49.2,8.1,10.2,12.4,3.3,3.1,3.6,11.3
26.6,42.9,41.1,44.7,7.6,11.9,13.5,3.6,3.4,3.9,12.7
37.7,54.4,52.7,56.1,9.5,16.4,18.3,4.4,4.1,4.7,17.3
31.9,55.7,54.1,57.4,11.6,17.5,19.4,4.6,4.3,4.9,18.4
16.8,41.6,39.3,44.1,6.1,8.6,10.0,2.7,2.5,2.9,9.3
35.6,53.0,51.4,54.5,9.0,16.6,18.4,4.2,4.0,4.5,17.5
13.6,48.1,45.9,50.3,6.6,10.6,12.6,2.9,2.7,3.2,11.6
28.4,54.7,52.6,56.5,9.8,15.0,17.0,4.0,3.7,4.3,16.0
8.5,24.6,23.1,26.3,4.5,6.2,7.5,2.4,2.3,2.6,6.8
22.2,50.9,48.5,53.0,8.5,12.6,15.0,3.6,3.3,3.9,13.8
16.8,42.4,39.5,45.0,8.2,11.1,13.5,3.7,3.4,3.9,12.4
22.4,51.5,49.7,53.4,8.3,11.8,13.4,3.4,3.2,3.6,12.6
37.8,50.4,48.6,52.1,9.4,15.9,17.9,4.6,4.3,5.0,16.9
20.1,42.0,39.9,43.9,8.3,12.6,14.7,3.7,3.5,4.0,13.6
18.3,44.6,42.5,46.7,6.0,10.0,11.8,2.8,2.6,3.0,10.9
14.4,54.4,51.9,56.9,7.8,12.1,14.4,3.1,2.8,3.3,13.3
7.4,35.7,33.6,37.8,5.1,8.4,10.0,2.4,2.3,2.6,9.2
14.9,47.1,44.7,49.4,7.4,10.8,12.7,3.1,2.9,3.4,11.7
22.2,49.1,47.3,51.0,8.4,13.8,15.7,3.8,3.6,4.1,14.8
8.5,36.5,34.4,38.7,5.4,7.4,8.9,2.6,2.5,2.9,8.1
20.7,43.3,41.6,45.0,6.5,11.9,13.7,3.2,3.0,3.4,12.8
17.0,40.4,38.1,42.5,7.8,10.5,12.5,3.5,3.2,3.8,11.5
11.6,42.8,40.1,45.4,7.2,9.6,11.7,3.3,3.0,3.5,10.7
26.6,52.2,49.8,54.4,9.5,14.6,16.9,3.6,3.4,3.9,15.7
22.0,49.2,47.5,50.9,6.6,11.2,12.7,3.3,3.1,3.5,11.9
13.1,43.8,42.1,45.4,5.5,10.9,12.2,2.7,2.5,2.8,11.5
21.9,47.0,44.7,49.2,8.2,11.3,13.5,3.6,3.3,3.9,12.5
26.6,41.1,39.2,43.0,7.4,12.5,14.3,3.6,3.4,3.8,13.4
20.7,47.7,45.2,49.9,8.6,12.1,14.2,3.5,3.3,3.8,13.2
16.1,49.5,47.2,51.8,8.5,12.7,15.0,3.7,3.4,4.0,13.8
25.6,46.1,44.5,47.6,6.1,10.7,12.0,3.1,2.9,3.3,11.4
12.4,42.7,40.8,44.6,6.9,9.3,11.0,3.0,2.8,3.2,10.1
9.6,32.4,30.3,34.3,5.3,7.8,9.6,2.7,2.5,2.9,8.7
11.8,44.6,42.7,46.4,5.3,9.6,11.0,2.5,2.3,2.6,10.3
