PCTPOV017_2018,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Heart disease_Lower 95% CI,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,diabetes_prevalence
31.6,45.7,43.6,47.8,7.7,13.0,14.8,3.6,3.4,3.9,14.0
19.7,49.6,47.0,52.0,8.9,12.4,15.0,3.7,3.3,4.0,13.7
11.8,38.7,36.2,40.8,7.1,9.7,11.5,3.1,2.9,3.3,10.6
13.5,44.0,42.1,45.8,5.1,9.6,10.8,2.5,2.4,2.7,10.2
13.9,41.0,38.7,43.3,6.0,9.1,10.8,2.4,2.3,2.6,10.0
24.6,44.8,42.7,46.9,7.6,12.5,14.6,3.4,3.2,3.7,13.6
33.4,52.1,50.4,53.8,8.2,15.2,17.2,4.0,3.7,4.2,16.2
10.4,46.7,44.5,48.7,6.4,9.6,11.5,2.8,2.6,3.0,10.6
23.4,47.7,46.0,49.3,7.1,11.8,13.2,3.2,3.0,3.4,12.5
17.3,44.3,42.4,46.3,6.2,10.2,12.0,2.9,2.7,3.1,11.1
29.5,54.4,52.0,56.6,11.0,15.0,17.6,4.3,4.0,4.7,16.3
20.1,45.8,43.0,48.4,7.9,10.5,12.6,3.5,3.2,3.8,11.6
11.6,43.7,41.3,46.1,7.1,10.1,12.5,3.0,2.8,3.3,11.3
13.2,35.5,33.5,37.4,4.9,7.8,9.1,2.4,2.2,2.5,8.4
20.0,47.9,46.0,49.6,6.7,12.4,13.9,3.2,3.0,3.4,13.1
40.1,56.9,55.0,58.5,11.5,18.0,20.4,4.9,4.6,5.3,19.2
23.4,52.3,49.6,54.7,10.8,13.9,16.5,4.3,4.0,4.8,15.2
17.8,49.5,47.7,51.3,8.2,13.4,15.2,3.6,3.4,3.8,14.3
20.3,52.7,51.0,54.4,9.4,14.1,15.9,3.7,3.5,4.0,15.0
15.6,43.4,41.1,45.5,6.5,10.1,11.9,3.1,2.9,3.4,11.0
20.1,49.1,46.6,51.6,9.0,11.8,14.3,4.0,3.7,4.3,13.0
35.3,54.6,52.7,56.3,9.6,17.0,19.0,4.5,4.2,4.8,18.1
13.7,48.1,45.7,50.6,8.0,12.6,14.8,3.3,3.1,3.6,13.7
14.4,50.4,47.9,52.8,7.9,11.4,13.4,3.2,2.9,3.4,12.4
25.4,52.9,51.0,54.7,9.1,14.6,16.4,3.9,3.6,4.1,15.5
25.1,39.1,37.2,41.0,5.8,9.3,10.6,2.9,2.7,3.1,9.9
33.6,47.1,45.3,48.8,9.9,13.1,15.2,4.6,4.3,4.9,14.2
17.6,43.9,41.7,46.1,7.4,10.3,12.2,3.4,3.1,3.7,11.3
27.1,50.3,48.3,52.2,9.4,14.4,16.4,3.9,3.7,4.2,15.4
24.5,43.2,41.7,44.9,6.0,11.5,13.0,3.1,3.0,3.3,12.2
16.1,44.5,42.3,46.7,7.4,10.6,12.5,3.3,3.0,3.5,11.5
20.2,49.5,47.6,51.2,8.1,14.3,16.2,3.8,3.5,4.0,15.2
35.9,52.6,50.2,54.7,10.4,15.3,17.9,4.4,4.0,4.7,16.6
24.8,45.6,44.2,47.0,5.8,12.7,14.1,3.0,2.8,3.1,13.4
23.5,48.4,46.0,50.6,8.4,12.1,14.2,3.5,3.3,3.8,13.1
22.1,50.5,48.8,52.1,9.4,13.9,15.6,3.8,3.6,4.0,14.8
19.7,47.9,45.6,50.1,8.8,12.8,15.1,3.8,3.5,4.1,14.0
18.1,47.2,45.3,49.1,7.1,12.0,13.9,3.2,3.0,3.4,12.9
27.1,53.5,51.6,55.3,8.3,13.2,14.8,3.4,3.2,3.6,13.9
29.1,53.5,51.8,55.1,9.7,14.3,15.9,4.0,3.7,4.2,15.1
16.8,49.4,47.2,51.8,8.3,11.3,13.4,3.3,3.1,3.6,12.3
22.8,48.7,46.9,50.3,7.3,12.4,14.2,3.5,3.3,3.7,13.3
23.6,42.3,40.5,44.1,6.7,10.0,11.6,3.2,3.0,3.4,10.8
20.0,46.6,44.3,48.9,7.1,10.4,12.2,3.2,3.0,3.4,11.3
16.6,46.6,44.4,49.0,7.5,10.5,12.5,3.3,3.1,3.6,11.4
6.4,42.7,40.6,44.7,4.4,7.4,8.7,2.2,2.1,2.4,8.0
9.0,38.2,36.0,40.4,5.6,7.9,9.5,2.7,2.5,2.9,8.7
17.9,43.2,41.2,45.2,7.5,11.0,13.1,3.3,3.0,3.5,12.1
23.8,42.2,39.5,44.8,7.7,10.2,12.4,3.3,3.1,3.6,11.3
19.7,47.1,44.3,49.5,8.3,11.9,14.3,3.5,3.2,3.8,13.2
15.5,36.2,33.7,38.6,7.2,10.0,12.2,3.3,3.0,3.6,11.1
24.8,54.6,52.3,56.8,9.7,14.3,16.7,3.8,3.5,4.2,15.5
18.1,47.4,45.4,49.2,6.7,11.9,13.5,3.1,2.9,3.3,12.7
16.3,45.6,42.7,48.3,7.8,12.2,15.0,3.4,3.1,3.7,13.6
10.8,44.0,41.8,46.0,6.6,9.6,11.4,2.8,2.6,3.0,10.5
16.4,37.5,35.7,39.5,5.5,8.9,10.5,2.8,2.6,3.0,9.7
18.6,46.6,43.9,49.0,7.3,11.3,13.8,3.4,3.1,3.7,12.5
45.5,59.7,57.7,61.6,10.0,20.7,23.1,5.2,4.9,5.6,21.9
11.7,45.3,42.8,47.7,7.6,10.6,12.7,3.3,3.1,3.6,11.7
21.0,48.9,46.2,51.6,9.3,13.3,16.0,4.0,3.6,4.4,14.7
44.7,57.0,54.8,58.9,10.5,21.0,23.4,5.2,4.9,5.6,22.3
30.8,52.7,50.9,54.4,9.8,14.3,16.0,3.9,3.7,4.2,15.2
7.2,27.5,26.1,29.0,4.5,7.8,9.1,2.3,2.2,2.5,8.4
53.0,54.3,52.1,56.6,10.5,17.6,20.0,5.0,4.6,5.3,18.8
32.3,54.7,53.0,56.3,8.6,15.3,17.1,4.0,3.8,4.2,16.2
24.1,50.6,48.4,52.9,10.2,14.0,16.2,4.0,3.7,4.3,15.1
15.2,53.9,51.6,55.9,7.6,12.4,14.5,3.2,3.0,3.5,13.5
30.1,49.3,47.2,51.4,8.2,12.3,14.2,3.4,3.2,3.7,13.3
32.4,47.6,46.0,49.0,7.6,12.8,14.4,3.7,3.5,3.9,13.6
15.0,42.3,39.6,44.9,8.2,10.6,12.8,3.5,3.2,3.9,11.7
32.8,53.8,52.1,55.6,9.5,16.4,18.2,4.0,3.8,4.3,17.3
24.7,55.1,53.2,57.0,8.6,12.5,14.4,3.3,3.1,3.6,13.4
20.1,45.8,43.4,48.1,8.8,12.7,15.3,3.8,3.5,4.2,14.0
14.4,45.7,43.7,47.6,6.6,9.6,11.4,3.0,2.8,3.2,10.5
33.7,44.2,41.8,46.7,9.4,13.0,15.7,4.1,3.8,4.5,14.3
19.4,43.4,41.5,45.3,7.3,11.9,13.7,3.5,3.2,3.7,12.8
32.9,57.1,55.4,58.9,10.2,17.8,20.2,4.5,4.2,4.8,19.1
43.5,59.4,57.2,61.4,12.6,17.5,20.1,4.6,4.3,5.0,18.8
19.1,52.1,50.0,54.0,9.4,13.5,16.1,3.8,3.5,4.2,14.9
13.9,42.8,40.8,44.7,6.9,10.1,11.8,3.1,2.9,3.3,11.0
28.5,55.5,53.2,57.8,10.0,15.0,17.4,3.8,3.5,4.1,16.3
27.2,52.3,50.4,54.2,9.3,15.6,17.7,4.0,3.7,4.3,16.6
16.5,49.0,46.5,51.5,9.1,12.0,14.5,3.8,3.5,4.1,13.3
23.5,52.6,50.4,54.8,9.0,13.5,15.7,3.6,3.3,3.9,14.6
11.7,42.5,40.2,44.6,6.4,9.4,11.2,3.0,2.7,3.2,10.3
15.8,49.1,46.9,51.2,7.1,12.1,14.1,3.1,2.9,3.3,13.1
18.7,48.1,45.9,50.1,7.6,11.7,13.8,3.3,3.0,3.6,12.8
30.9,55.9,53.6,58.1,8.8,13.5,15.8,3.6,3.3,3.9,14.7
10.7,39.9,37.7,42.0,5.2,8.5,10.0,2.6,2.4,2.8,9.3
22.2,43.7,41.9,45.5,7.4,12.4,14.0,3.4,3.2,3.6,13.2
20.0,47.0,44.3,49.2,7.1,10.9,13.0,3.1,2.9,3.4,12.0
13.5,47.2,44.2,50.0,9.0,11.4,14.2,3.8,3.4,4.2,12.8
11.5,42.6,39.9,45.2,7.4,9.8,12.1,3.1,2.8,3.4,11.0
17.1,45.7,43.4,48.0,7.0,10.1,11.9,3.2,2.9,3.4,10.9
24.4,52.1,50.3,53.9,7.9,12.4,13.9,3.3,3.1,3.5,13.1
37.4,49.9,47.7,51.9,9.6,14.5,16.5,3.9,3.6,4.2,15.5
32.3,48.2,46.2,50.0,7.5,12.6,14.6,3.5,3.2,3.7,13.6
23.4,50.6,48.3,52.6,7.6,10.8,12.6,3.3,3.1,3.6,11.7
17.3,44.9,42.4,47.4,7.9,11.5,13.7,3.4,3.1,3.7,12.6
21.4,47.3,45.1,49.4,8.1,13.5,15.6,3.7,3.4,3.9,14.6
20.0,46.2,44.1,48.4,8.5,11.1,13.1,3.4,3.2,3.7,12.1
23.9,50.7,49.1,52.4,8.0,12.3,14.0,3.5,3.3,3.8,13.2
35.5,46.4,43.9,49.0,6.1,12.7,14.5,3.2,2.9,3.4,13.6
22.3,56.5,54.3,58.6,10.1,14.8,17.3,4.0,3.7,4.3,16.1
6.9,38.7,36.5,40.8,4.6,7.0,8.5,2.3,2.2,2.5,7.7
22.0,48.1,45.9,50.2,9.1,12.0,14.0,3.7,3.4,4.0,13.0
31.3,44.5,42.3,47.0,9.4,13.3,15.5,4.3,4.0,4.6,14.4
15.5,37.5,35.6,39.5,6.0,9.7,11.3,2.9,2.7,3.1,10.5
30.7,44.0,42.1,45.9,8.1,14.3,16.2,4.0,3.7,4.2,15.3
33.5,51.6,49.9,53.1,9.2,16.5,18.4,4.2,4.0,4.5,17.4
22.6,46.2,43.8,48.5,8.9,11.4,13.7,3.6,3.3,3.9,12.6
20.4,41.3,39.7,43.3,6.4,11.3,12.9,3.0,2.8,3.2,12.1
20.0,43.8,41.7,45.7,7.2,11.2,13.2,3.2,3.0,3.5,12.2
11.7,45.8,43.3,47.9,7.1,11.1,13.1,3.1,2.8,3.3,12.1
10.1,43.7,41.4,45.9,5.5,9.5,11.4,2.6,2.4,2.8,10.5
16.6,45.5,43.4,47.4,6.8,11.0,12.8,3.2,3.0,3.5,11.9
9.6,44.7,42.6,46.7,7.1,10.5,11.9,3.0,2.9,3.2,11.2
8.9,43.5,41.4,45.5,6.0,9.8,11.5,2.7,2.5,2.9,10.6
28.9,43.5,41.4,45.8,6.3,9.7,11.3,3.0,2.8,3.3,10.5
16.1,41.2,39.0,43.3,7.8,9.0,11.0,3.3,3.1,3.6,10.0
30.8,45.3,43.5,47.0,8.4,15.0,17.0,4.0,3.8,4.3,16.0
22.5,50.2,48.0,52.0,9.5,14.4,16.6,4.2,3.9,4.6,15.5
17.9,45.7,43.6,47.8,8.1,11.4,13.6,3.4,3.1,3.7,12.5
13.8,46.5,44.2,48.8,7.6,10.6,12.5,3.4,3.2,3.7,11.5
22.8,53.9,52.0,55.9,10.9,18.3,20.7,4.8,4.5,5.2,19.5
17.7,48.7,47.0,50.5,7.2,13.4,15.0,3.4,3.2,3.6,14.2
16.9,41.8,39.8,43.7,6.5,10.4,12.1,3.1,2.9,3.3,11.2
33.6,51.6,50.0,53.2,8.3,16.3,18.3,4.1,3.9,4.3,17.2
17.5,51.6,49.3,53.7,8.8,13.3,15.6,3.7,3.4,4.0,14.5
37.4,56.2,54.4,58.0,10.3,19.3,21.5,5.1,4.8,5.5,20.3
17.4,48.8,46.1,51.1,9.2,12.1,14.4,3.7,3.4,4.0,13.2
21.4,44.9,42.7,47.0,6.5,10.0,11.8,3.0,2.8,3.2,10.9
33.0,52.9,51.1,54.6,9.2,14.7,16.6,4.0,3.8,4.3,15.7
21.9,48.4,46.1,50.6,9.0,12.1,14.3,3.7,3.4,3.9,13.3
22.3,52.9,50.5,55.1,8.2,12.2,14.3,3.4,3.2,3.7,13.3
42.5,63.7,61.7,65.6,13.9,20.1,22.7,5.0,4.7,5.4,21.3
19.7,46.5,44.2,48.7,8.4,12.0,14.3,3.7,3.4,4.0,13.1
28.9,45.9,43.8,47.9,6.1,13.9,16.0,3.5,3.2,3.7,15.0
35.8,54.9,52.7,57.3,9.2,18.8,21.5,4.7,4.3,5.1,20.2
15.0,49.7,47.7,51.8,6.4,9.7,11.3,2.8,2.6,3.0,10.5
18.7,44.3,42.1,46.4,7.5,11.0,12.9,3.1,2.9,3.4,12.0
16.3,47.3,45.2,49.3,7.3,12.3,14.3,3.2,3.0,3.5,13.3
14.1,50.9,48.8,52.7,7.2,11.4,13.1,3.1,2.9,3.3,12.3
29.1,56.0,53.7,58.3,11.4,15.7,18.1,4.1,3.8,4.5,16.9
15.6,49.8,47.3,52.2,8.1,12.4,14.8,3.4,3.1,3.7,13.7
24.8,48.4,46.1,50.9,8.4,11.6,13.7,3.4,3.2,3.7,12.7
28.9,54.8,53.0,56.6,10.2,17.1,19.1,4.6,4.3,4.8,18.1
15.2,40.8,38.7,42.9,6.5,10.6,12.5,2.9,2.7,3.1,11.5
19.9,48.7,46.8,50.5,8.5,12.3,14.0,3.4,3.2,3.6,13.1
13.3,43.5,41.0,45.9,7.1,9.7,11.7,3.2,3.0,3.5,10.7
39.5,53.9,52.0,55.8,7.8,16.1,18.0,4.0,3.7,4.2,17.0
23.7,46.8,44.9,48.6,7.9,13.6,15.4,3.7,3.5,3.9,14.5
26.8,57.9,55.5,60.2,10.0,14.6,17.1,3.6,3.4,4.0,15.8
23.2,47.1,44.9,49.3,8.2,11.7,13.7,3.5,3.2,3.7,12.7
38.8,57.7,56.2,59.2,12.1,18.8,21.0,5.1,4.8,5.5,19.9
15.8,49.6,47.8,51.3,6.6,12.9,14.6,3.1,3.0,3.4,13.8
38.9,53.4,51.3,55.3,8.7,17.4,19.8,4.4,4.1,4.7,18.6
22.0,42.3,39.7,44.8,9.0,12.2,14.6,4.0,3.7,4.3,13.4
20.5,49.7,47.2,51.9,8.1,11.5,13.6,3.5,3.2,3.7,12.6
33.9,50.3,48.0,52.6,9.3,13.7,16.2,3.5,3.2,3.9,14.9
29.5,48.2,45.9,50.3,9.6,13.0,15.1,3.7,3.4,4.0,14.1
27.2,55.4,53.5,57.2,8.2,15.8,17.6,3.9,3.7,4.1,16.7
11.0,47.3,44.4,49.7,7.5,11.7,14.1,3.2,2.9,3.5,12.9
26.4,49.6,47.8,51.2,8.5,13.4,15.2,3.6,3.4,3.9,14.3
36.3,58.1,56.2,59.7,9.6,17.5,19.5,4.3,4.1,4.6,18.6
14.2,48.9,46.3,51.4,8.4,11.5,13.9,3.6,3.3,3.9,12.7
12.2,47.3,44.9,49.8,7.6,11.4,13.7,3.3,3.0,3.6,12.5
16.4,47.2,44.6,49.7,7.8,10.5,12.6,3.4,3.1,3.7,11.6
21.9,51.2,49.0,53.4,7.7,12.5,14.5,3.2,3.0,3.5,13.5
16.5,50.3,47.9,52.4,8.3,13.1,15.4,3.6,3.3,3.9,14.3
20.6,51.2,49.1,53.1,7.5,13.5,15.4,3.5,3.3,3.7,14.4
22.4,50.3,47.9,52.4,7.7,11.4,13.4,3.1,2.9,3.4,12.3
35.2,54.4,52.1,56.4,9.4,13.5,15.5,3.7,3.4,4.0,14.5
34.5,54.9,52.5,57.3,11.6,15.7,18.4,4.5,4.1,4.9,17.0
12.8,38.1,36.8,39.4,5.2,10.6,11.8,2.7,2.5,2.8,11.2
19.7,50.0,47.7,52.2,8.6,11.7,13.9,3.5,3.2,3.8,12.8
35.4,52.9,50.9,54.7,8.5,13.1,15.0,3.6,3.4,3.9,14.1
19.9,54.1,52.1,56.2,8.1,11.3,13.2,3.3,3.1,3.6,12.2
12.1,43.1,41.3,44.8,6.8,11.1,12.6,3.0,2.8,3.2,11.9
5.9,33.9,31.7,36.1,5.6,8.7,10.4,2.6,2.4,2.8,9.6
16.2,37.4,35.1,39.6,6.0,9.7,11.7,3.0,2.8,3.3,10.7
12.5,47.2,44.4,49.9,8.7,11.5,14.2,3.7,3.4,4.1,12.9
20.1,48.7,46.7,50.5,7.4,11.9,14.0,3.3,3.0,3.6,12.9
6.4,33.5,31.5,35.4,5.1,7.1,8.6,2.3,2.2,2.5,7.9
12.7,46.1,43.9,48.4,7.7,10.5,12.5,3.3,3.1,3.6,11.5
18.4,44.2,41.9,46.2,8.1,12.0,14.4,3.4,3.1,3.7,13.2
35.0,54.3,51.8,56.6,9.3,13.9,16.2,3.6,3.4,3.9,15.0
30.9,56.5,54.4,58.6,8.9,13.4,15.6,3.6,3.4,3.9,14.5
35.2,52.2,49.9,54.5,9.2,13.8,16.3,3.7,3.4,4.0,15.0
19.9,41.4,38.9,43.8,6.1,8.8,10.4,2.7,2.5,2.9,9.6
20.5,46.5,44.2,48.6,7.9,12.4,14.5,3.3,3.1,3.6,13.5
14.7,46.8,44.3,49.2,7.7,10.4,12.5,3.4,3.1,3.6,11.5
30.6,51.0,48.9,53.1,7.1,12.7,14.2,3.3,3.1,3.5,13.4
37.0,55.8,54.1,57.4,9.5,18.0,20.1,4.6,4.4,4.9,19.0
23.7,51.0,48.7,53.2,9.3,13.5,15.6,3.7,3.4,4.0,14.5
22.6,51.3,49.3,53.3,8.8,14.5,16.5,3.8,3.6,4.1,15.4
12.7,46.3,44.0,48.6,6.8,9.7,11.5,3.1,2.9,3.3,10.6
29.8,58.6,56.1,60.9,11.0,15.5,18.2,4.0,3.7,4.4,16.8
19.3,48.0,45.9,50.2,7.2,11.9,13.9,3.2,3.0,3.5,12.9
9.2,36.7,34.4,38.9,5.9,9.2,11.1,2.7,2.5,3.0,10.2
14.2,44.2,42.2,46.1,7.5,11.0,12.9,3.4,3.2,3.7,11.9
11.8,45.3,42.8,47.6,7.5,11.8,14.1,3.2,2.9,3.4,13.0
13.6,41.1,39.2,42.8,5.8,9.2,10.6,2.8,2.7,3.0,9.9
17.4,38.7,36.5,40.7,7.6,10.0,11.9,3.6,3.3,3.9,10.9
7.9,38.0,36.4,39.5,4.9,8.9,10.2,2.4,2.3,2.6,9.6
23.4,40.1,38.4,41.7,5.3,12.6,14.4,3.1,2.9,3.3,13.5
14.6,49.1,46.9,51.1,7.9,11.4,13.3,3.2,3.0,3.5,12.4
18.7,51.5,49.1,53.7,8.2,13.2,15.6,3.4,3.1,3.7,14.4
10.9,43.0,40.6,45.4,7.1,10.3,12.4,3.1,2.9,3.4,11.3
24.0,49.9,47.3,52.3,9.8,14.4,16.9,4.1,3.8,4.5,15.7
21.2,35.1,33.5,37.0,4.6,8.2,9.4,2.4,2.3,2.5,8.8
17.0,46.1,43.9,48.2,8.6,12.4,14.6,3.5,3.2,3.8,13.6
24.5,47.1,44.9,49.0,11.8,13.7,16.2,4.6,4.2,5.0,15.0
10.3,43.0,40.9,45.0,6.4,9.5,11.2,3.0,2.8,3.2,10.3
14.5,45.0,42.7,47.0,7.2,10.0,11.8,3.2,3.0,3.5,10.9
22.7,53.8,51.2,56.3,8.8,13.3,15.6,3.3,3.0,3.6,14.5
38.2,51.6,50.0,53.0,9.7,15.0,16.8,4.1,3.9,4.4,15.9
50.9,57.9,56.2,59.6,10.4,17.8,19.7,4.6,4.3,4.8,18.8
19.3,54.6,52.1,56.8,9.6,13.7,16.1,3.5,3.3,3.8,15.0
22.0,53.6,51.5,55.7,10.1,14.9,17.1,3.8,3.5,4.1,16.0
15.5,39.5,37.4,41.8,7.0,9.9,11.9,3.1,2.9,3.4,10.9
12.7,33.4,31.4,35.5,3.9,6.6,7.6,2.0,1.9,2.2,7.1
27.5,51.7,49.8,53.4,9.3,14.3,16.3,4.0,3.7,4.2,15.3
23.1,46.8,44.3,49.1,7.3,10.4,12.3,3.2,3.0,3.5,11.4
21.6,51.8,49.4,54.1,8.9,12.9,15.2,3.4,3.1,3.7,14.1
27.8,55.1,52.6,57.4,10.4,15.0,17.6,4.1,3.8,4.4,16.3
21.9,47.8,45.5,49.6,8.1,12.0,13.8,3.3,3.1,3.6,13.0
19.1,41.1,38.7,43.6,7.5,11.5,13.6,3.6,3.3,3.8,12.6
15.2,42.3,39.9,44.4,7.4,10.4,12.6,3.3,3.0,3.5,11.5
22.0,42.7,40.6,44.8,6.4,10.2,12.0,3.0,2.8,3.2,11.1
6.2,32.8,31.4,34.3,4.5,8.6,9.8,2.4,2.3,2.5,9.2
40.4,54.1,52.3,55.7,10.4,15.5,17.4,4.3,4.1,4.6,16.4
29.6,52.3,50.2,54.2,9.5,14.5,16.7,3.8,3.5,4.2,15.6
32.3,48.3,46.5,50.1,7.3,12.9,14.6,3.5,3.3,3.7,13.7
34.9,59.6,58.1,61.2,11.5,17.8,19.5,4.5,4.3,4.8,18.6
25.4,53.7,52.0,55.4,9.8,14.1,15.7,3.8,3.6,4.0,14.9
31.0,46.4,44.5,48.2,9.3,13.3,15.1,4.0,3.7,4.3,14.2
20.9,49.7,47.4,52.0,8.1,11.4,13.4,3.4,3.2,3.7,12.4
12.2,43.8,41.5,46.0,7.3,10.8,13.0,3.2,2.9,3.4,11.9
18.6,47.4,44.6,49.9,8.0,11.7,14.2,3.5,3.2,3.8,13.0
20.2,52.9,50.9,54.7,8.7,13.6,15.5,3.7,3.5,4.0,14.5
17.7,48.5,45.8,51.1,8.3,11.0,13.3,3.7,3.4,4.0,12.1
34.0,50.6,48.7,52.3,9.1,15.3,17.2,4.1,3.8,4.3,16.3
28.1,47.6,45.8,49.3,7.3,12.8,14.2,3.3,3.2,3.5,13.5
17.1,48.2,45.7,50.6,7.3,10.8,12.8,3.2,2.9,3.4,11.8
12.3,41.8,39.5,44.3,7.0,10.2,12.4,3.1,2.9,3.4,11.3
14.9,48.7,46.2,51.1,8.4,12.4,14.7,3.6,3.3,3.9,13.6
11.5,45.4,43.1,47.7,6.4,10.1,12.0,2.8,2.6,3.1,11.0
14.3,43.8,41.4,46.3,6.6,9.0,10.9,3.0,2.8,3.3,10.0
9.5,43.1,40.9,45.2,6.7,9.4,11.3,3.1,2.9,3.3,10.3
25.6,45.5,43.8,47.1,6.3,12.4,13.7,3.2,3.0,3.3,13.0
22.7,48.7,46.5,50.8,8.0,12.9,15.0,3.5,3.3,3.8,14.0
23.2,50.0,47.5,52.2,9.0,12.8,15.1,3.8,3.5,4.1,14.0
24.7,45.9,44.1,47.6,8.2,12.4,14.5,3.5,3.3,3.8,13.4
16.3,39.1,37.3,40.9,5.8,9.3,10.7,2.9,2.7,3.1,10.0
21.5,39.0,36.7,41.3,7.7,10.5,12.6,3.5,3.2,3.8,11.5
22.4,42.5,40.6,44.5,6.7,10.1,11.9,3.2,3.0,3.5,11.0
8.9,37.1,34.9,39.2,6.1,9.3,11.1,2.8,2.6,3.1,10.1
50.8,64.3,62.0,66.2,10.8,22.4,25.4,5.7,5.2,6.1,24.0
13.4,45.4,42.9,48.0,7.1,10.9,12.9,3.0,2.7,3.2,11.9
38.5,55.8,53.2,58.0,11.2,15.9,18.7,4.2,3.9,4.6,17.4
23.1,44.6,43.0,46.3,6.3,11.6,13.2,3.1,3.0,3.3,12.4
44.7,50.7,49.0,52.4,9.4,14.3,16.0,4.2,4.0,4.5,15.2
29.0,54.2,52.4,55.9,8.1,14.9,16.8,3.7,3.5,4.0,15.8
22.6,46.3,44.6,47.9,7.1,13.2,15.0,3.3,3.1,3.6,14.1
21.6,43.3,41.1,45.4,8.2,11.2,13.3,3.7,3.4,3.9,12.3
27.1,51.6,49.9,53.2,8.3,12.3,13.9,3.3,3.1,3.6,13.1
11.2,44.4,41.8,46.7,7.1,9.5,11.6,3.2,2.9,3.4,10.6
22.0,44.7,43.1,46.3,7.7,11.8,13.4,3.5,3.3,3.7,12.6
10.8,42.5,40.0,44.8,6.8,10.5,12.5,3.0,2.8,3.2,11.5
13.7,44.9,42.7,46.9,7.6,10.5,12.6,3.2,3.0,3.5,11.6
20.1,42.8,41.3,44.2,6.3,11.6,13.1,3.1,2.9,3.2,12.3
37.9,58.2,56.2,60.1,10.9,15.5,17.6,4.2,4.0,4.6,16.5
24.4,48.5,46.2,50.6,10.0,14.8,17.1,4.2,3.8,4.5,16.0
12.8,41.3,39.0,43.4,6.7,10.8,12.7,2.9,2.7,3.2,11.8
11.0,43.8,41.5,46.3,7.2,9.7,11.7,3.2,2.9,3.5,10.7
23.3,56.2,54.2,58.1,8.7,14.2,16.2,3.5,3.3,3.8,15.2
32.0,50.7,48.9,52.5,7.1,13.6,15.0,3.4,3.2,3.5,14.3
23.2,48.3,46.1,50.2,7.6,12.0,14.0,3.2,3.0,3.5,13.1
22.3,47.2,44.9,49.1,7.9,11.6,13.8,3.4,3.2,3.7,12.7
18.8,38.9,37.2,40.7,6.0,8.9,10.3,2.8,2.7,3.0,9.6
9.3,42.4,39.8,44.6,6.7,10.0,12.3,3.1,2.8,3.4,11.2
47.3,48.0,46.3,49.5,10.1,16.0,17.9,5.1,4.8,5.4,17.0
36.1,58.5,56.8,60.3,10.8,18.3,20.3,4.7,4.4,5.0,19.3
13.1,42.5,40.9,44.1,7.3,11.3,12.8,3.2,3.0,3.3,12.1
36.8,59.8,57.3,61.9,12.1,16.9,19.6,4.3,3.9,4.7,18.3
12.9,41.6,39.7,43.6,5.8,10.0,11.6,2.8,2.6,3.0,10.7
20.5,48.4,45.8,50.9,6.6,11.0,12.6,2.9,2.7,3.1,11.8
15.5,42.5,40.0,45.0,8.0,11.2,13.7,3.5,3.2,3.8,12.4
21.2,49.5,46.3,52.4,10.2,13.6,16.8,4.2,3.8,4.6,15.3
6.6,36.4,34.2,38.4,5.5,8.6,10.3,2.6,2.5,2.8,9.5
18.9,44.0,41.8,46.1,6.7,10.3,12.2,3.1,2.9,3.4,11.3
32.7,46.5,44.5,48.3,7.7,13.9,15.6,3.6,3.4,3.8,14.8
18.5,44.1,42.0,45.9,7.2,11.4,13.4,3.2,3.0,3.5,12.4
20.8,53.6,51.4,55.8,10.4,14.0,16.2,4.2,3.9,4.5,15.1
16.7,50.2,48.0,52.4,7.7,12.7,14.7,3.5,3.2,3.8,13.7
21.1,52.3,50.6,54.0,7.2,12.1,13.7,3.2,3.0,3.4,12.9
33.8,49.6,48.0,51.1,8.6,14.9,16.6,4.0,3.7,4.2,15.8
21.3,49.9,47.4,52.3,8.8,13.5,16.0,3.8,3.5,4.1,14.8
10.1,40.4,38.3,42.7,6.5,9.9,12.1,2.8,2.6,3.1,11.0
18.6,41.2,38.8,43.7,6.9,10.4,12.5,3.1,2.9,3.4,11.4
11.0,47.9,45.4,50.3,9.3,12.6,15.0,3.9,3.6,4.2,13.8
6.6,37.3,35.3,39.4,5.3,8.6,10.3,2.7,2.5,2.9,9.4
8.1,41.5,39.0,43.7,6.1,8.9,10.7,2.8,2.6,3.0,9.8
23.4,38.9,37.2,40.7,5.4,10.2,11.8,2.9,2.7,3.1,11.0
18.8,50.0,48.0,52.0,7.9,12.3,14.1,3.4,3.1,3.6,13.2
9.7,44.3,42.3,46.3,5.8,10.7,12.5,2.8,2.6,3.0,11.6
14.6,46.8,44.5,48.9,7.5,10.5,12.5,3.3,3.1,3.6,11.5
13.9,43.8,41.8,46.0,6.7,10.0,11.8,2.9,2.7,3.1,10.9
41.8,55.3,53.7,56.8,9.3,16.7,18.3,4.3,4.1,4.6,17.5
18.3,49.8,47.4,52.1,9.4,12.9,15.2,3.8,3.5,4.1,14.1
17.0,47.1,44.8,49.3,7.8,10.9,13.1,3.4,3.2,3.8,12.0
13.5,46.1,43.3,48.5,8.1,10.7,13.0,3.4,3.2,3.7,11.9
23.1,56.2,53.7,58.4,10.5,15.0,17.7,3.9,3.6,4.2,16.4
26.1,51.0,48.4,53.6,9.6,12.6,15.1,3.9,3.6,4.2,13.9
